[2025-11-16 14:35:42.049] /dtu_serial_rx -> $GPCHC,2393,23759.80,263.88,0.85,-1.44,0.66,0.05,0.18,0.0252,0.0149,0.9998,31.46378505,120.64744234,6.70,-0.004,-0.002,0.001,0.004,16,17,61,0,2*7F

[2025-11-16 14:35:42.238] /dtu_serial_rx -> $GPCHC,2393,23760.00,263.82,0.82,-1.42,0.68,0.09,0.26,0.0248,0.0143,0.9996,31.46378416,120.64744154,6.73,-0.006,0.001,0.005,0.006,16,17,61,0,2*59

[2025-11-16 14:35:43.014] /dtu_serial_rx -> $GPCHC,2393,23760.20,263.89,0.77,-1.43,0.62,0.07,0.24,0.0250,0.0134,0.9996,31.46378332,120.64744080,6.75,-0.000,-0.001,0.009,0.002,16,17,61,0,2*78

[2025-11-16 14:35:44.012] /dtu_serial_rx -> $GPCHC,2393,23760.40,263.91,0.81,-1.48,0.61,0.09,0.21,0.0258,0.0142,0.9997,31.46378252,120.64744010,6.78,0.001,-0.004,0.014,0.004,16,17,61,0,2*55

[2025-11-16 14:35:45.013] /dtu_serial_rx -> $GPCHC,2393,23760.60,262.24,0.87,-1.47,0.66,0.07,0.24,0.0256,0.0152,0.9996,31.46378176,120.64743943,6.80,-0.001,-0.007,0.024,0.007,16,17,61,0,2*77

[2025-11-16 14:35:46.010] /dtu_serial_rx -> $GPCHC,2393,23760.80,262.18,0.85,-1.43,0.68,0.05,0.24,0.0250,0.0149,0.9997,31.46378106,120.64743879,6.81,-0.003,-0.002,0.004,0.003,16,17,61,0,2*7E

[2025-11-16 14:35:47.010] /dtu_serial_rx -> $GPCHC,2393,23761.00,262.18,0.77,-1.41,0.67,0.09,0.27,0.0245,0.0135,0.9995,31.46378038,120.64743818,6.82,0.002,-0.004,0.006,0.004,16,17,61,0,2*52

[2025-11-16 14:35:48.011] /dtu_serial_rx -> $GPCHC,2393,23761.20,262.20,0.75,-1.48,0.63,0.07,0.32,0.0258,0.0132,0.9997,31.46377974,120.64743761,6.84,0.001,-0.005,0.009,0.005,16,17,61,0,2*52

[2025-11-16 14:35:49.009] /dtu_serial_rx -> $GPCHC,2393,23761.40,262.15,0.83,-1.46,0.63,0.05,0.24,0.0255,0.0145,0.9998,31.46377913,120.64743706,6.85,0.001,-0.005,0.023,0.005,16,17,61,0,2*5B

[2025-11-16 14:35:50.008] /dtu_serial_rx -> $GPCHC,2393,23761.60,194.00,0.86,-1.45,0.67,0.06,0.21,0.0252,0.0151,0.9999,31.46377856,120.64743653,6.86,-0.001,-0.006,0.018,0.006,16,17,11,0,2*70

[2025-11-16 14:35:51.006] /dtu_serial_rx -> $GPCHC,2393,23761.80,194.12,0.83,-1.44,0.65,0.12,0.25,0.0252,0.0145,0.9998,31.46377802,120.64743602,6.86,-0.000,-0.007,0.008,0.007,16,17,11,0,2*7B

[2025-11-16 14:35:52.009] /dtu_serial_rx -> $GPCHC,2393,23762.00,193.98,0.77,-1.46,0.63,0.07,0.23,0.0254,0.0134,0.9995,31.46377750,120.64743553,6.86,0.000,-0.005,0.008,0.005,16,17,11,0,2*57

[2025-11-16 14:35:53.011] /dtu_serial_rx -> $GPCHC,2393,23762.20,194.00,0.78,-1.46,0.65,0.08,0.24,0.0255,0.0136,0.9997,31.46377702,120.64743507,6.86,-0.001,-0.002,0.005,0.002,16,17,11,0,2*74

[2025-11-16 14:35:54.011] /dtu_serial_rx -> $GPCHC,2393,23762.40,194.05,0.84,-1.47,0.59,0.07,0.21,0.0256,0.0147,0.9995,31.46377654,120.64743462,6.86,-0.002,-0.007,0.010,0.007,17,17,11,0,2*71

[2025-11-16 14:35:55.009] /dtu_serial_rx -> $GPCHC,2393,23762.60,194.04,0.87,-1.45,0.64,0.04,0.24,0.0254,0.0152,0.9998,31.46377607,120.64743419,6.86,-0.001,-0.005,0.017,0.005,17,17,11,0,2*7E

[2025-11-16 14:35:56.012] /dtu_serial_rx -> $GPCHC,2393,23762.80,194.15,0.82,-1.42,0.63,0.09,0.24,0.0247,0.0143,0.9999,31.46377561,120.64743375,6.86,-0.004,-0.004,0.011,0.006,17,17,11,0,2*74

[2025-11-16 14:35:57.018] /dtu_serial_rx -> $GPCHC,2393,23763.00,194.11,0.77,-1.43,0.66,0.06,0.23,0.0249,0.0134,0.9995,31.46377517,120.64743333,6.86,-0.001,-0.002,0.017,0.002,17,17,11,0,2*7F

[2025-11-16 14:35:58.007] /dtu_serial_rx -> $GPCHC,2393,23763.20,194.02,0.77,-1.48,0.67,0.06,0.23,0.0259,0.0134,0.9997,31.46377473,120.64743291,6.85,-0.000,-0.005,0.009,0.005,17,17,11,0,2*71

[2025-11-16 14:35:59.004] /dtu_serial_rx -> $GPCHC,2393,23763.40,194.04,0.86,-1.46,0.64,0.04,0.30,0.0256,0.0150,0.9997,31.46377431,120.64743250,6.85,-0.004,-0.005,0.014,0.006,17,18,11,0,2*70

[2025-11-16 14:36:00.015] /dtu_serial_rx -> $GPCHC,2393,23763.60,194.12,0.88,-1.43,0.63,0.07,0.23,0.0250,0.0154,0.9997,31.46377389,120.64743210,6.84,-0.001,-0.007,0.016,0.007,17,18,11,0,2*7F

[2025-11-16 14:36:01.005] /dtu_serial_rx -> $GPCHC,2393,23763.80,194.08,0.83,-1.43,0.63,0.09,0.25,0.0250,0.0144,0.9996,31.46377348,120.64743170,6.84,-0.004,-0.008,0.008,0.009,17,18,11,0,2*7A

[2025-11-16 14:36:02.014] /dtu_serial_rx -> $GPCHC,2393,23764.00,194.09,0.77,-1.43,0.59,0.03,0.22,0.0249,0.0134,0.9998,31.46377308,120.64743131,6.83,-0.004,-0.003,0.009,0.005,17,18,11,0,2*7A

[2025-11-16 14:36:03.004] /dtu_serial_rx -> $GPCHC,2393,23764.20,194.03,0.79,-1.46,0.55,0.09,0.22,0.0255,0.0138,0.9995,31.46377271,120.64743094,6.82,-0.002,-0.001,0.006,0.002,17,18,11,0,2*7F

[2025-11-16 14:36:04.009] /dtu_serial_rx -> $GPCHC,2393,23764.40,194.10,0.86,-1.46,0.65,0.08,0.21,0.0255,0.0150,0.9995,31.46377233,120.64743059,6.81,-0.003,-0.007,0.010,0.007,17,18,11,0,2*75

[2025-11-16 14:36:05.004] /dtu_serial_rx -> $GPCHC,2393,23764.60,194.10,0.88,-1.44,0.68,0.02,0.23,0.0252,0.0153,0.9998,31.46377195,120.64743024,6.81,-0.004,-0.010,0.013,0.010,17,18,11,0,2*76

[2025-11-16 14:36:06.010] /dtu_serial_rx -> $GPCHC,2393,23764.80,194.03,0.83,-1.42,0.62,0.04,0.18,0.0248,0.0144,0.9995,31.46377161,120.64742989,6.80,-0.005,-0.002,0.002,0.005,17,18,11,0,2*70

[2025-11-16 14:36:07.017] /dtu_serial_rx -> $GPCHC,2393,23765.00,193.97,0.76,-1.43,0.65,0.07,0.25,0.0250,0.0133,0.9997,31.46377128,120.64742956,6.79,-0.002,0.001,0.002,0.002,17,18,11,0,2*5E

[2025-11-16 14:36:08.006] /dtu_serial_rx -> $GPCHC,2393,23765.20,193.94,0.79,-1.47,0.61,0.11,0.26,0.0256,0.0138,0.9997,31.46377096,120.64742925,6.78,-0.005,0.004,0.009,0.006,17,18,11,0,2*55

[2025-11-16 14:36:09.009] /dtu_serial_rx -> $GPCHC,2393,23765.40,193.98,0.87,-1.47,0.66,0.08,0.21,0.0256,0.0153,0.9996,31.46377064,120.64742894,6.77,-0.005,-0.004,0.009,0.007,17,18,11,0,2*7F

[2025-11-16 14:36:10.007] /dtu_serial_rx -> $GPCHC,2393,23765.60,194.07,0.86,-1.45,0.66,0.10,0.25,0.0252,0.0150,0.9996,31.46377033,120.64742863,6.76,-0.004,-0.006,0.005,0.008,17,18,11,0,2*7E

[2025-11-16 14:36:11.014] /dtu_serial_rx -> $GPCHC,2393,23765.80,193.97,0.80,-1.42,0.67,0.08,0.21,0.0248,0.0140,0.9996,31.46377003,120.64742834,6.75,-0.001,-0.003,-0.000,0.004,17,18,11,0,2*5F

[2025-11-16 14:36:12.006] /dtu_serial_rx -> $GPCHC,2393,23766.00,193.98,0.76,-1.45,0.62,0.09,0.25,0.0253,0.0133,0.9995,31.46376974,120.64742806,6.74,-0.003,-0.002,0.003,0.003,17,18,11,0,2*7A

[2025-11-16 14:36:13.010] /dtu_serial_rx -> $GPCHC,2393,23766.20,194.11,0.80,-1.48,0.65,0.08,0.23,0.0259,0.0140,0.9995,31.46376946,120.64742779,6.74,-0.001,0.003,0.004,0.004,17,18,11,0,2*5C

[2025-11-16 14:36:14.122] /dtu_serial_rx -> $GPCHC,2393,23766.40,193.95,0.87,-1.45,0.65,0.11,0.25,0.0254,0.0152,1.0000,31.46376919,120.64742754,6.73,-0.000,0.000,0.010,0.000,17,18,11,0,2*57

[2025-11-16 14:36:15.013] /dtu_serial_rx -> $GPCHC,2393,23766.60,193.97,0.87,-1.43,0.63,0.05,0.22,0.0249,0.0151,0.9997,31.46376893,120.64742728,6.72,-0.005,-0.002,0.008,0.006,17,18,11,0,2*79

[2025-11-16 14:36:16.015] /dtu_serial_rx -> $GPCHC,2393,23766.80,193.97,0.79,-1.44,0.67,0.07,0.21,0.0251,0.0139,0.9996,31.46376869,120.64742701,6.70,-0.008,0.002,-0.012,0.008,17,18,11,0,2*76

[2025-11-16 14:36:17.988] /dtu_serial_rx -> $GPCHC,2393,23767.00,193.99,0.77,-1.43,0.64,0.08,0.23,0.0250,0.0135,0.9996,31.46376844,120.64742677,6.69,-0.003,0.002,-0.004,0.004,17,18,11,0,2*7C

[2025-11-16 14:36:18.016] /dtu_serial_rx -> $GPCHC,2393,23767.20,194.02,0.80,-1.47,0.67,0.10,0.21,0.0256,0.0139,0.9997,31.46376820,120.64742655,6.68,-0.001,0.002,-0.002,0.002,17,18,11,0,2*75

[2025-11-16 14:36:19.014] /dtu_serial_rx -> $GPCHC,2393,23767.40,194.00,0.86,-1.46,0.63,0.09,0.20,0.0255,0.0150,0.9995,31.46376797,120.64742633,6.67,-0.001,0.003,0.003,0.003,17,18,11,0,2*55

[2025-11-16 14:36:20.019] /dtu_serial_rx -> $GPCHC,2393,23767.60,194.02,0.85,-1.44,0.64,0.05,0.23,0.0252,0.0149,0.9997,31.46376774,120.64742610,6.66,-0.004,-0.005,-0.003,0.007,17,18,11,0,2*5B

[2025-11-16 14:36:21.015] /dtu_serial_rx -> $GPCHC,2393,23767.80,193.98,0.80,-1.41,0.69,0.08,0.23,0.0246,0.0140,0.9998,31.46376751,120.64742589,6.65,-0.002,-0.001,0.003,0.003,17,18,11,0,2*7E

[2025-11-16 14:36:22.009] /dtu_serial_rx -> $GPCHC,2393,23768.00,194.05,0.77,-1.45,0.62,0.05,0.25,0.0252,0.0134,0.9997,31.46376729,120.64742569,6.64,0.002,0.001,0.001,0.002,17,18,11,0,2*7C

[2025-11-16 14:36:23.005] /dtu_serial_rx -> $GPCHC,2393,23768.20,193.89,0.81,-1.49,0.62,0.08,0.21,0.0260,0.0141,0.9996,31.46376709,120.64742549,6.63,-0.000,0.001,0.006,0.001,17,18,11,0,2*5F

[2025-11-16 14:36:24.010] /dtu_serial_rx -> $GPCHC,2393,23768.40,193.98,0.87,-1.48,0.64,0.09,0.18,0.0258,0.0151,0.9996,31.46376687,120.64742530,6.62,-0.000,-0.005,0.009,0.005,17,18,11,0,2*73

[2025-11-16 14:36:25.003] /dtu_serial_rx -> $GPCHC,2393,23768.60,194.01,0.86,-1.42,0.64,0.09,0.23,0.0248,0.0150,0.9997,31.46376666,120.64742510,6.60,-0.004,-0.008,-0.008,0.008,17,18,11,0,2*53

[2025-11-16 14:36:26.016] /dtu_serial_rx -> $GPCHC,2393,23768.80,193.99,0.79,-1.43,0.67,0.06,0.24,0.0250,0.0138,0.9997,31.46376646,120.64742491,6.59,-0.003,-0.003,-0.010,0.004,17,18,11,0,2*5F

[2025-11-16 14:36:27.015] /dtu_serial_rx -> $GPCHC,2393,23769.00,193.99,0.77,-1.43,0.60,0.11,0.22,0.0250,0.0134,0.9998,31.46376626,120.64742475,6.58,0.003,-0.004,0.000,0.006,17,18,11,0,2*55

[2025-11-16 14:36:28.005] /dtu_serial_rx -> $GPCHC,2393,23769.20,193.96,0.80,-1.48,0.61,0.14,0.22,0.0258,0.0140,0.9997,31.46376606,120.64742458,6.57,0.001,-0.005,0.017,0.005,17,18,11,0,2*5F

[2025-11-16 14:36:29.010] /dtu_serial_rx -> $GPCHC,2393,23769.40,194.02,0.87,-1.45,0.67,0.07,0.21,0.0253,0.0152,0.9997,31.46376588,120.64742441,6.56,-0.001,-0.004,0.014,0.004,17,18,11,0,2*74

